FDR,TPR
0.2527027027027027,0.2623339658444023
0.25733333333333336,0.2642314990512334
0.25921052631578945,0.2670777988614801
0.261038961038961,0.26992409867172673
0.2602564102564103,0.273719165085389
0.2607594936708861,0.27703984819734345
0.26,0.2808349146110057
0.25679012345679014,0.2855787476280835
0.2573170731707317,0.28889943074003793
0.25783132530120484,0.2922201138519924
0.26071428571428573,0.29459203036053133
0.26,0.29838709677419356
0.2569767441860465,0.3031309297912713
0.2597701149425287,0.3055028462998102
0.2590909090909091,0.3092979127134725
0.2595505617977528,0.31261859582542695
0.2577777777777778,0.31688804554079697
0.26263736263736265,0.3183111954459203
0.2619565217391304,0.3221062618595825
0.26344086021505375,0.3249525616698292
0.2648936170212766,0.3277988614800759
0.26526315789473687,0.33111954459203036
0.26458333333333334,0.3349146110056926
0.26597938144329897,0.3377609108159393
0.26326530612244897,0.3425047438330171
0.26161616161616164,0.3467741935483871
0.261,0.35056925996204935
0.2623762376237624,0.353415559772296
0.26372549019607844,0.3562618595825427
0.2611650485436893,0.3610056925996205
0.25961538461538464,0.36527514231499053
0.2619047619047619,0.36764705882352944
0.2622641509433962,0.3709677419354839
0.2626168224299065,0.3742884250474383
0.26481481481481484,0.3766603415559772
0.26422018348623855,0.38045540796963945
0.26272727272727275,0.38472485768500947
0.26306306306306304,0.38804554079696396
0.26339285714285715,0.3913662239089184
0.26371681415929205,0.3946869070208729
0.2649122807017544,0.39753320683111953
0.2669565217391304,0.39990512333965844
0.2655172413793103,0.40417457305502846
0.2658119658119658,0.4074952561669829
0.2669491525423729,0.4103415559772296
0.26638655462184874,0.41413662239089183
0.2675,0.41698292220113853
0.2702479338842975,0.41888045540796964
0.27049180327868855,0.4222011385199241
0.2731707317073171,0.4240986717267552
0.27419354838709675,0.4269449715370019
0.2736,0.4307400379506641
0.27380952380952384,0.4340607210626186
0.2755905511811024,0.4364326375711575
0.275,0.44022770398481975
0.27674418604651163,0.44259962049335866
0.2776923076923077,0.4454459203036053
0.2778625954198473,0.4487666034155598
0.2787878787878788,0.45161290322580644
0.2804511278195489,0.45398481973434535
0.28059701492537314,0.4573055028462998
0.28074074074074074,0.4606261859582543
0.28088235294117647,0.4639468690702087
0.27956204379562044,0.46821631878557873
0.28043478260869564,0.47106261859582543
0.2820143884892086,0.47343453510436434
0.28214285714285714,0.4767552182163188
0.28297872340425534,0.4796015180265655
0.2852112676056338,0.4814990512333966
0.28601398601398603,0.4843453510436433
0.2881944444444444,0.4862428842504744
0.2910344827586207,0.4876660341555977
0.2924657534246575,0.49003795066413663
0.2931972789115646,0.4928842504743833
0.2945945945945946,0.4952561669829222
0.2959731543624161,0.4976280834914611
0.296,0.5009487666034156
0.29668874172185433,0.5037950664136622
0.29736842105263156,0.5066413662239089
0.29869281045751633,0.5090132827324478
0.3,0.5113851992409867
0.3006451612903226,0.5142314990512334
0.3,0.5180265654648957
0.29936305732484075,0.5218216318785579
0.3018987341772152,0.5232447817836812
0.30377358490566037,0.5251423149905123
0.30375,0.5284629981024668
0.306832298136646,0.5294117647058824
0.30864197530864196,0.5313092979127134
0.3116564417177914,0.532258064516129
0.3146341463414634,0.5332068311195446
0.3181818181818182,0.5336812144212524
0.31987951807228915,0.5355787476280834
0.3191616766467066,0.5393738140417458
0.32202380952380955,0.5403225806451613
0.3242603550295858,0.5417457305502846
0.3276470588235294,0.5422201138519924
0.3304093567251462,0.543168880455408
0.3319767441860465,0.5450664136622391
0.33352601156069367,0.5469639468690702
0.3339080459770115,0.5498102466793169
0.3354285714285714,0.551707779886148
0.3375,0.5531309297912713
0.34011299435028247,0.5540796963946869
0.34101123595505617,0.5564516129032258
0.3418994413407821,0.5588235294117647
0.3427777777777778,0.5611954459203036
0.3453038674033149,0.5621442125237192
0.34725274725274724,0.5635673624288425
0.34863387978142074,0.5654648956356736
0.35,0.5673624288425048
0.35135135135135137,0.5692599620493358
0.3521505376344086,0.5716318785578748
0.35294117647058826,0.5740037950664136
0.3558510638297872,0.5744781783681214
0.3576719576719577,0.5759013282732448
0.3605263157894737,0.5763757115749526
0.3607329842931937,0.5792220113851992
0.3614583333333333,0.5815939278937381
0.3632124352331606,0.5830170777988615
0.36443298969072163,0.5849146110056926
0.36564102564102563,0.5868121442125237
0.3673469387755102,0.5882352941176471
0.36903553299492386,0.5896584440227703
0.3717171717171717,0.5901328273244781
0.37386934673366834,0.5910815939278937
0.3745,0.5934535104364327
0.3756218905472637,0.5953510436432637
0.37722772277227723,0.5967741935483871
0.3788177339901478,0.5981973434535104
0.3803921568627451,0.5996204933586338
0.38341463414634147,0.5996204933586338
0.38398058252427186,0.6019924098671727
0.3864734299516908,0.6024667931688804
0.38798076923076924,0.6038899430740038
0.3894736842105263,0.6053130929791272
0.3919047619047619,0.605787476280835
0.3943127962085308,0.6062618595825426
0.39716981132075474,0.6062618595825426
0.39859154929577467,0.607685009487666
0.4,0.6091081593927894
0.40232558139534885,0.6095825426944972
0.4046296296296296,0.610056925996205
0.40691244239631336,0.6105313092979127
0.4091743119266055,0.6110056925996205
0.410958904109589,0.611954459203036
0.4118181818181818,0.6138519924098672
0.41266968325791853,0.6157495256166983
0.4135135135135135,0.6176470588235294
0.41524663677130047,0.618595825426945
0.41696428571428573,0.6195445920303605
0.4191111111111111,0.6200189753320683
0.41991150442477876,0.6219165085388995
0.4215859030837004,0.622865275142315
0.4232456140350877,0.6238140417457305
0.4253275109170306,0.6242884250474383
0.4265217391304348,0.6257115749525617
0.42727272727272725,0.6276091081593927
0.42931034482758623,0.6280834914611005
0.4313304721030043,0.6285578747628083
0.43333333333333335,0.6290322580645161
0.4353191489361702,0.6295066413662239
0.43686440677966104,0.6304554079696395
0.4383966244725738,0.631404174573055
0.43823529411764706,0.6342504743833017
0.4405857740585774,0.6342504743833017
0.44166666666666665,0.635673624288425
0.44356846473029043,0.6361480075901328
0.4450413223140496,0.6370967741935484
0.44650205761316875,0.638045540796964
0.44795081967213113,0.6389943074003795
0.44979591836734695,0.6394686907020873
0.45203252032520325,0.6394686907020873
0.45384615384615384,0.639943074003795
0.45483870967741935,0.6413662239089184
0.4570281124497992,0.6413662239089184
0.4584,0.642314990512334
0.4601593625498008,0.6427893738140418
0.4623015873015873,0.6427893738140418
0.46403162055335967,0.6432637571157496
0.465748031496063,0.6437381404174574
0.46705882352941175,0.6446869070208728
0.468359375,0.6456356736242884
0.47042801556420233,0.6456356736242884
0.47170542635658913,0.646584440227704
0.47335907335907335,0.6470588235294118
0.475,0.6475332068311196
0.47662835249042146,0.6480075901328273
0.4778625954198473,0.6489563567362429
0.47984790874524713,0.6489563567362429
0.4810606060606061,0.6499051233396584
0.4826415094339623,0.6503795066413662
0.4845864661654135,0.6503795066413662
0.48651685393258426,0.6503795066413662
0.4880597014925373,0.650853889943074
0.4895910780669145,0.6513282732447818
0.4911111111111111,0.6518026565464896
0.4918819188191882,0.6532258064516129
0.4922794117647059,0.655123339658444
0.49304029304029307,0.6565464895635673
0.49416058394160584,0.6574952561669829
0.49527272727272725,0.6584440227703985
0.4971014492753623,0.6584440227703985
0.4981949458483754,0.6593927893738141
0.4985611510791367,0.6612903225806451
0.5,0.6617647058823529
0.5017857142857143,0.6617647058823529
0.503202846975089,0.6622390891840607
0.5042553191489362,0.6631878557874763
0.504946996466431,0.6646110056925996
0.5059859154929578,0.6655597722960152
0.507719298245614,0.6655597722960152
0.5087412587412588,0.6665085388994307
0.5101045296167247,0.6669829222011385
0.5114583333333333,0.6674573055028463
0.5131487889273356,0.6674573055028463
0.5144827586206897,0.6679316888045541
0.516151202749141,0.6679316888045541
0.5178082191780822,0.6679316888045541
0.5191126279863482,0.6684060721062619
0.5207482993197279,0.6684060721062619
0.5223728813559322,0.6684060721062619
0.5239864864864865,0.6684060721062619
0.5255892255892256,0.6684060721062619
0.5271812080536913,0.6684060721062619
0.5284280936454849,0.6688804554079696
0.53,0.6688804554079696
0.5312292358803987,0.6693548387096774
0.5324503311258278,0.6698292220113852
0.5336633663366337,0.670303605313093
0.5348684210526315,0.6707779886148008
0.5363934426229509,0.6707779886148008
0.5379084967320261,0.6707779886148008
0.5390879478827362,0.6712523719165086
0.5399350649350649,0.6722011385199241
0.5411003236245955,0.6726755218216319
0.5419354838709678,0.6736242884250474
0.5434083601286174,0.6736242884250474
0.544551282051282,0.6740986717267552
0.5456869009584665,0.674573055028463
0.5468152866242039,0.6750474383301708
0.5482539682539682,0.6750474383301708
0.549367088607595,0.6755218216318786
0.5504731861198738,0.6759962049335864
0.5518867924528302,0.6759962049335864
0.5532915360501567,0.6759962049335864
0.554375,0.6764705882352942
0.5554517133956386,0.676944971537002
0.5565217391304348,0.6774193548387096
0.5578947368421052,0.6774193548387096
0.5592592592592592,0.6774193548387096
0.5603076923076923,0.6778937381404174
0.5616564417177914,0.6778937381404174
0.5626911314984709,0.6783681214421252
0.5640243902439024,0.6783681214421252
0.564741641337386,0.6793168880455408
0.566060606060606,0.6793168880455408
0.5673716012084592,0.6793168880455408
0.5680722891566266,0.6802656546489564
0.5693693693693693,0.6802656546489564
0.5700598802395209,0.681214421252372
0.571044776119403,0.6816888045540797
0.5720238095238095,0.6821631878557874
0.5729970326409496,0.6826375711574952
0.5742603550295858,0.6826375711574952
0.5752212389380531,0.683111954459203
0.5761764705882353,0.6835863377609108
0.5774193548387097,0.6835863377609108
0.5786549707602339,0.6835863377609108
0.5798833819241983,0.6835863377609108
0.5808139534883721,0.6840607210626186
0.5820289855072464,0.6840607210626186
0.5826589595375723,0.6850094876660342
0.5838616714697407,0.6850094876660342
0.5850574712643678,0.6850094876660342
0.5859598853868195,0.6854838709677419
0.5871428571428572,0.6854838709677419
0.5877492877492877,0.6864326375711575
0.5889204545454545,0.6864326375711575
0.590084985835694,0.6864326375711575
0.5903954802259888,0.6878557874762808
0.5912676056338028,0.6883301707779886
0.5921348314606741,0.6888045540796964
0.5932773109243697,0.6888045540796964
0.5944134078212291,0.6888045540796964
0.5955431754874652,0.6888045540796964
0.5961111111111111,0.6897533206831119
0.5969529085872576,0.6902277039848197
0.5977900552486188,0.6907020872865275
0.5986225895316805,0.6911764705882353
0.5991758241758242,0.6921252371916509
0.6,0.6925996204933587
0.6008196721311475,0.6930740037950665
0.6019073569482288,0.6930740037950665
0.602445652173913,0.6940227703984819
0.6035230352303523,0.6940227703984819
0.6045945945945946,0.6940227703984819
0.6056603773584905,0.6940227703984819
0.6067204301075269,0.6940227703984819
0.607774798927614,0.6940227703984819
0.6088235294117647,0.6940227703984819
0.6098666666666667,0.6940227703984819
0.6109042553191489,0.6940227703984819
0.6116710875331565,0.6944971537001897
0.6126984126984127,0.6944971537001897
0.6137203166226913,0.6944971537001897
0.6142105263157894,0.6954459203036053
0.6149606299212599,0.6959203036053131
0.6157068062827226,0.6963946869070209
0.616710182767624,0.6963946869070209
0.6177083333333333,0.6963946869070209
0.6179220779220779,0.6978178368121443
0.6189119170984456,0.6978178368121443
0.6198966408268733,0.6978178368121443
0.6208762886597938,0.6978178368121443
0.6213367609254499,0.6987666034155597
0.6223076923076923,0.6987666034155597
0.6232736572890025,0.6987666034155597
0.6239795918367347,0.6992409867172675
0.6249363867684479,0.6992409867172675
0.6258883248730964,0.6992409867172675
0.6268354430379747,0.6992409867172675
0.6277777777777778,0.6992409867172675
0.628463476070529,0.6997153700189753
0.6293969849246231,0.6997153700189753
0.6303258145363408,0.6997153700189753
0.63125,0.6997153700189753
0.6316708229426434,0.7006641366223909
0.6323383084577114,0.7011385199240987
0.6330024813895782,0.7016129032258065
0.6339108910891089,0.7016129032258065
0.6348148148148148,0.7016129032258065
0.6354679802955665,0.7020872865275142
0.6358722358722358,0.7030360531309298
0.6367647058823529,0.7030360531309298
0.6374083129584353,0.7035104364326376
0.6382926829268293,0.7035104364326376
0.6391727493917275,0.7035104364326376
0.6400485436893204,0.7035104364326376
0.6406779661016949,0.7039848197343453
0.6415458937198067,0.7039848197343453
0.6424096385542168,0.7039848197343453
0.6432692307692308,0.7039848197343453
0.6441247002398082,0.7039848197343453
0.6442583732057416,0.7054079696394687
0.6451073985680191,0.7054079696394687
0.645952380952381,0.7054079696394687
0.6465558194774347,0.7058823529411765
0.64739336492891,0.7058823529411765
0.64822695035461,0.7058823529411765
0.6488207547169811,0.7063567362428842
0.6491764705882352,0.7073055028462998
0.65,0.7073055028462998
0.6508196721311476,0.7073055028462998
0.6516355140186916,0.7073055028462998
0.6524475524475525,0.7073055028462998
0.6532558139534884,0.7073055028462998
0.6540603248259861,0.7073055028462998
0.6548611111111111,0.7073055028462998
0.6554272517321016,0.7077798861480076
0.656221198156682,0.7077798861480076
0.6570114942528735,0.7077798861480076
0.6577981651376147,0.7077798861480076
0.6585812356979405,0.7077798861480076
0.6593607305936073,0.7077798861480076
0.6601366742596811,0.7077798861480076
0.6609090909090909,0.7077798861480076
0.6614512471655328,0.7082542694497154
0.6622171945701357,0.7082542694497154
0.662979683972912,0.7082542694497154
0.6637387387387388,0.7082542694497154
0.6644943820224719,0.7082542694497154
0.6652466367713005,0.7082542694497154
0.6659955257270693,0.7082542694497154
0.6667410714285714,0.7082542694497154
0.6674832962138084,0.7082542694497154
0.668,0.7087286527514232
0.6687361419068736,0.7087286527514232
0.6694690265486726,0.7087286527514232
0.6701986754966888,0.7087286527514232
0.6709251101321586,0.7087286527514232
0.6714285714285714,0.709203036053131
0.6721491228070176,0.709203036053131
0.6728665207877462,0.709203036053131
0.6735807860262009,0.709203036053131
0.6742919389978214,0.709203036053131
0.6747826086956522,0.7096774193548387
0.6754880694143167,0.7096774193548387
0.6761904761904762,0.7096774193548387
0.6766738660907128,0.7101518026565465
0.6773706896551724,0.7101518026565465
0.6780645161290323,0.7101518026565465
0.6787553648068669,0.7101518026565465
0.6794432548179872,0.7101518026565465
0.6801282051282052,0.7101518026565465
0.6808102345415779,0.7101518026565465
0.6812765957446808,0.7106261859582542
0.6819532908704883,0.7106261859582542
0.6826271186440678,0.7106261859582542
0.6832980972515856,0.7106261859582542
0.6839662447257384,0.7106261859582542
0.6846315789473684,0.7106261859582542
0.6850840336134454,0.711100569259962
0.6857442348008386,0.711100569259962
0.6864016736401674,0.711100569259962
0.6870563674321503,0.711100569259962
0.6877083333333334,0.711100569259962
0.6881496881496881,0.7115749525616698
0.6887966804979253,0.7115749525616698
0.6894409937888198,0.7115749525616698
0.6900826446280992,0.7115749525616698
0.6907216494845361,0.7115749525616698
0.691358024691358,0.7115749525616698
0.6919917864476386,0.7115749525616698
0.6926229508196722,0.7115749525616698
0.6932515337423313,0.7115749525616698
0.6938775510204082,0.7115749525616698
0.6942973523421588,0.7120493358633776
0.6949186991869919,0.7120493358633776
0.6955375253549696,0.7120493358633776
0.6961538461538461,0.7120493358633776
0.6967676767676768,0.7120493358633776
0.6973790322580645,0.7120493358633776
0.6979879275653924,0.7120493358633776
0.6983935742971887,0.7125237191650854
0.6987975951903808,0.7129981024667932
0.6994,0.7129981024667932
